,mode,minfun,maxdom,Q25,Q75,IQR,meanfun,median,skew,label,,,,,,,,,
150,0,0.016649324,0.3984375,0.015808383,0.189700599,0.173892216,0.102800059,0.097245509,24.26769267,male,,,,,,,,,
151,0,0.015825915,0.4453125,0.024388298,0.196595745,0.172207447,0.105633312,0.103882979,28.20161643,male,,,,,,,,,
152,0,0.016048144,0.53125,0.023463687,0.205176909,0.181713222,0.10467605,0.106108007,22.55522389,male,,,,,,,,,
153,0,0.018979834,0.0078125,0.023863636,0.196079545,0.172215909,0.107385958,0.104602273,27.10352821,male,,,,,,,,,
154,0,0.016194332,0.3828125,0.038216216,0.204513514,0.166297297,0.086613856,0.111621622,26.05466401,male,,,,,,,,,
155,0.059938176,0.015825915,0.828125,0.103647604,0.246027821,0.142380216,0.089304959,0.178299845,15.55340374,male,,,,,,,,,
156,0.060047657,0.016276704,0.4140625,0.09274027,0.233963463,0.141223193,0.079046324,0.177029388,17.57498642,male,,,,,,,,,
157,0.060047657,0.016359918,0.53125,0.097410643,0.221509134,0.124098491,0.076995876,0.176139793,17.68789675,male,,,,,,,,,
158,0.060053619,0.016563147,0.1171875,0.085326184,0.218945487,0.133619303,0.076254855,0.160893655,19.36406498,male,,,,,,,,,
159,0.059949174,0.01611279,0.4453125,0.092147395,0.239618806,0.14747141,0.073469975,0.176289708,18.96949871,male,,,,,,,,,
160,0.060096899,0.016376663,0.6953125,0.09998062,0.217189922,0.117209302,0.071791115,0.177170543,21.57970496,male,,,,,,,,,
161,0.06003729,0.016243655,0.6640625,0.091187073,0.229533872,0.138346799,0.077556611,0.166712244,22.49760827,male,,,,,,,,,
162,0.059951338,0.016276704,0.0703125,0.094695864,0.220389294,0.125693431,0.07147436,0.172530414,22.86886782,male,,,,,,,,,
163,0.060047657,0.016326531,0.75,0.093629865,0.23796664,0.144336775,0.06851771,0.180587768,17.00408866,male,,,,,,,,,
164,0.060035736,0.015904573,0.25,0.099058964,0.239642644,0.140583681,0.089869829,0.180107207,19.30579434,male,,,,,,,,,
165,0.050181125,0.034707158,5.0703125,0.110772164,0.225014299,0.114242135,0.108794682,0.196720686,2.765167809,male,,,,,,,,,
166,0.050087977,0.017167382,6.53125,0.108387097,0.230117302,0.121730205,0.10337593,0.179002933,3.341124012,male,,,,,,,,,
167,0.050079787,0.02,5.234375,0.064973404,0.221728723,0.156755319,0.093395001,0.17518617,2.390712261,male,,,,,,,,,
168,0.050087977,0.019851117,5.2421875,0.070615836,0.219853372,0.149237537,0.110761256,0.173049853,3.037177358,male,,,,,,,,,
169,0.050087977,0.024096386,3.609375,0.050293255,0.213079179,0.162785924,0.107189384,0.156627566,3.892380733,male,,,,,,,,,
170,0.050181125,0.017259978,5.5625,0.069666349,0.226081983,0.156415634,0.109991594,0.174299333,2.603950831,male,,,,,,,,,
171,0.050079787,0.017353579,7,0.086382979,0.223590426,0.137207447,0.107986273,0.175558511,2.820346526,male,,,,,,,,,
172,0.050087977,0.018120045,4.8125,0.089090909,0.218211144,0.129120235,0.102819841,0.175923754,3.309896698,male,,,,,,,,,
173,0.05012934,0.01849711,5.3828125,0.107311096,0.222246426,0.11493533,0.087281373,0.190605854,3.10115379,male,,,,,,,,,
174,0,0.015701668,0.3984375,0.134110032,0.257648328,0.123538296,0.090938686,0.163710895,2.198545123,male,,,,,,,,,
175,0.104793944,0.016276704,4.265625,0.088780488,0.189571068,0.10079058,0.086565344,0.111387721,2.317095318,male,,,,,,,,,
176,0.08396861,0.016666667,4.65625,0.087421525,0.193991031,0.106569507,0.0885115,0.116300448,3.133692606,male,,,,,,,,,
177,0.101144068,0.017334778,0.140625,0.091652542,0.201398305,0.109745763,0.078778277,0.109745763,2.902501486,male,,,,,,,,,
178,0.09996732,0.021768707,3.6484375,0.096993464,0.216405229,0.119411765,0.112567705,0.120098039,1.935967796,male,,,,,,,,,
179,0.0856691,0.015732547,3.3828125,0.086180049,0.181727494,0.095547445,0.093559813,0.109854015,2.874535141,male,,,,,,,,,
180,0.083508772,0.03960396,4.65625,0.086419753,0.190669266,0.104249513,0.108234304,0.112982456,2.916014081,male,,,,,,,,,
181,0.083356122,0.018390805,4.203125,0.090490988,0.204996892,0.114505904,0.095088742,0.117290242,2.762945233,male,,,,,,,,,
182,0.101797386,0.021563342,3.7578125,0.090816993,0.19879085,0.107973856,0.10551044,0.114607843,2.297272792,male,,,,,,,,,
183,0.083964422,0.016064257,3.3203125,0.087166455,0.188208386,0.101041931,0.084462071,0.107268107,2.634624639,male,,,,,,,,,
184,0.085719092,0.016309888,3.171875,0.08901598,0.214062237,0.125046257,0.097881272,0.114684609,2.936318019,male,,,,,,,,,
185,0.008807339,0.016842105,0.3125,0.039266055,0.154862385,0.11559633,0.124566869,0.104220183,0.985696262,male,,,,,,,,,
186,0.112783217,0.016177958,0.59375,0.070097902,0.19227972,0.122181818,0.122605478,0.13158042,1.344298776,male,,,,,,,,,
187,0.009066667,0.020434227,0.46875,0.039466667,0.166933333,0.127466667,0.142061738,0.103733333,1.110100042,male,,,,,,,,,
188,0.108533333,0.017094017,3.5390625,0.053866667,0.202933333,0.149066667,0.110157455,0.122666667,1.900326868,male,,,,,,,,,
189,0.127354839,0.033057851,0.515625,0.078580645,0.208193548,0.129612903,0.108599869,0.126,1.892490538,male,,,,,,,,,
190,0.127703465,0.015670911,0.53125,0.062272361,0.178468977,0.116196616,0.127453139,0.12747784,1.404889673,male,,,,,,,,,
191,0.123538999,0.016806723,0.3125,0.047916182,0.170477299,0.122561118,0.098098371,0.118975553,1.99946719,male,,,,,,,,,
192,0.118361266,0.015763547,5.2890625,0.099329609,0.20726257,0.107932961,0.119752213,0.132439479,1.848922005,male,,,,,,,,,
193,0.106338798,0.016016016,1.3828125,0.036976321,0.179016393,0.142040073,0.114735753,0.109908925,1.935175667,male,,,,,,,,,
194,0.143716814,0.025477707,0.46875,0.115840708,0.219911504,0.104070796,0.12404485,0.139380531,2.856022684,male,,,,,,,,,
195,0.015292588,0.016064257,6.078125,0.079739922,0.200624187,0.120884265,0.085121905,0.152925878,1.84605037,male,,,,,,,,,
196,0.163666947,0.02165088,1.78125,0.085248108,0.191690496,0.106442389,0.085836574,0.162253995,1.869411778,male,,,,,,,,,
197,0.16042007,0.015701668,5.9375,0.083313886,0.205180863,0.121866978,0.091389336,0.160583431,2.114403473,male,,,,,,,,,
198,0.178662583,0.01862631,6.359375,0.081327208,0.19324145,0.111914242,0.094506486,0.152363451,1.879191232,male,,,,,,,,,
199,0.172923517,0.025316456,5.34375,0.08726233,0.200943531,0.113681201,0.091532956,0.163917084,3.078939584,male,,,,,,,,,
200,0.021230578,0.016016016,6.3203125,0.080397763,0.209695463,0.1292977,0.093466964,0.158185208,1.462297427,male,,,,,,,,,
201,0.182664822,0.017241379,5.859375,0.090235131,0.196219456,0.105984325,0.088958571,0.173370217,2.389099206,male,,,,,,,,,
202,0.185239362,0.017204301,5.9375,0.091595745,0.203297872,0.111702128,0.106672485,0.168856383,1.999175398,male,,,,,,,,,
203,0.200304956,0.015952144,2.5703125,0.098551461,0.223964422,0.125412961,0.09279642,0.168106734,1.055362758,male,,,,,,,,,
204,0.181192706,0.018038331,6.109375,0.088457368,0.195268605,0.106811237,0.091649674,0.162976836,1.732992385,male,,,,,,,,,
205,0.218532902,0.01760176,6.015625,0.121877023,0.222459547,0.100582524,0.127429903,0.189385113,1.354595306,male,,,,,,,,,
206,0.015613871,0.01953602,6.2890625,0.099194002,0.215707591,0.11651359,0.119785476,0.172014995,1.425215276,male,,,,,,,,,
207,0.016862879,0.015920398,5.4765625,0.119088125,0.220455937,0.101367812,0.120378404,0.191779517,1.653817397,male,,,,,,,,,
208,0.017525875,0.017167382,5.5625,0.091079349,0.220798423,0.129719073,0.119850534,0.153316905,1.607156452,male,,,,,,,,,
209,0.214002789,0.016546019,4.7734375,0.136290098,0.229037657,0.092747559,0.113753961,0.205020921,1.482752078,male,,,,,,,,,
210,0.015267337,0.016194332,5.0078125,0.083155109,0.21596612,0.132811011,0.121152448,0.153562732,2.491131444,male,,,,,,,,,
